,Unnamed: 0,Unnamed: 0.1,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Entertainment,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
2798,2798,2798,725ef0dd-2c83-4fed-8c2c-574ccb10b3cb,55,Group,Scarborough,43.79299925,-79.18221531,unemployed,138119.6,146,6,133,40,10,8,5,0,0,0,0,133101.88
2815,2815,2815,751c536d-7cfd-4415-8f5a-0cc63c0748b4,57,Group,Scarborough,43.72102224,-79.25634014,fulltime,48202.25,140,5,14,41,16,7,6,0,0,0,0,34589.73
2830,2830,2830,5153ea94-42f7-4cab-be6e-4b52dfc02b21,70,Group,Scarborough,43.74331799,-79.26337254,fulltime,46847.35,144,6,6,33,21,8,0,0,0,7,0,29924.57
2834,2834,2834,9eff4899-26e4-4c33-9380-65abf824c19d,23,Group,Scarborough,43.76289629,-79.26185542,parttime,10212.18,142,5,14,33,16,8,5,14,6,0,0,7952.104353
2835,2835,2835,e2f94823-9f93-449a-a25f-f6a649306a6c,35,Group,Scarborough,43.74444418,-79.27521368,fulltime,57920,154,7,13,29,27,10,7,0,0,0,0,38987.66
2857,2857,2857,2e58706d-45c5-440a-892d-3cc71163f065,59,Group,Scarborough,43.75017104,-79.22976687,fulltime,59020.3,148,7,6,27,15,9,5,0,0,0,0,44413.5
2859,2859,2859,f075de0f-aef4-4b4b-b8b7-22639adcaaeb,52,Group,Scarborough,43.81152192,-79.23329937,fulltime,62240.3,141,5,7,27,13,8,6,0,0,0,0,48773.62
2861,2861,2861,01545096-8377-445d-b457-6e09042117d4,24,Group,Scarborough,43.82040373,-79.30989511,parttime,8262.87,150,6,147,34,28,9,0,15,6,7,0,8941.119538
2865,2865,2865,658948c6-237c-424f-8bd3-b0a7d49cbcd7,80,Group,Scarborough,43.77912396,-79.15841821,unemployed,31167.5,137,7,5,27,14,9,5,6,2,0,0,17297.25365
2872,2872,2872,228bdd10-116b-4981-bec6-2c8872a9e866,58,Group,Scarborough,43.74686884,-79.21725281,parttime,26230.35,139,7,6,39,28,9,6,0,2,0,0,13973.08875
2880,2880,2880,d46f91d5-d5e3-46f1-a64f-6ff859c5f38e,37,Group,Scarborough,43.72866449,-79.26374141,fulltime,43793,136,7,11,46,11,8,6,13,0,0,0,23319.54
2885,2885,2885,9f6cad95-039a-495f-a900-014ff37bb291,22,Group,Scarborough,43.75660112,-79.22095833,parttime,7684.05,137,7,13,33,22,9,5,0,6,0,0,6634.987737
2900,2900,2900,2d90998b-a769-446f-b30b-00203c52ebde,65,Group,Scarborough,43.79148974,-79.18042292,fulltime,39131.45,144,7,141,40,14,9,5,0,1,0,0,20057.66222
2905,2905,2905,601a4fb7-f7e5-41c4-8d61-c482855120b7,68,Group,Scarborough,43.70106711,-79.27618249,parttime,34647.45,142,7,6,33,19,9,6,0,0,0,0,17813.51
2907,2907,2907,dbdfc936-33e9-4c8d-b575-a20ad073d4af,37,Group,Scarborough,43.78845552,-79.13861005,fulltime,49559,137,7,9,34,25,8,5,0,0,0,0,32580.11
2918,2918,2918,f3e001b5-e9f9-4327-9a89-bb8e692cc14e,24,Group,Scarborough,43.80979228,-79.25568474,parttime,9352.86,151,6,19,40,27,8,6,0,6,0,0,9030.692158
2922,2922,2922,5dc97fad-229c-4569-9642-3ba65163903b,33,Group,Scarborough,43.77246357,-79.21232514,fulltime,64197,149,6,12,33,28,9,5,0,0,0,0,49656.09
2932,2932,2932,e45e35d2-8565-4efe-8490-42470f0636cf,47,Group,Scarborough,43.69155888,-79.26199949,fulltime,55383.9,148,6,9,28,14,11,6,0,0,0,0,44616.17
2934,2934,2934,87f2eefd-6195-4425-8dd5-91c8939a144a,31,Group,Scarborough,43.77266127,-79.15999785,unemployed,29203.68,148,6,12,40,19,8,0,0,0,7,0,2597.73
2938,2938,2938,e48b7c2c-17bb-4707-8bad-9fb412aca361,52,Group,Scarborough,43.78940817,-79.16547035,fulltime,134219.95,138,8,8,27,14,13,6,0,0,0,0,129512.36
2950,2950,2950,899f47ce-e66b-4053-8d94-7ae2fe62bbe5,30,Group,Scarborough,43.80026959,-79.21412348,parttime,17468.88,151,6,12,27,17,10,6,13,4,0,0,11318.82883
2961,2961,2961,f095e297-4c02-4099-9371-35f5a9374bd8,29,Group,Scarborough,43.80778696,-79.21881218,fulltime,23383.14,154,6,149,34,24,7,5,0,4,0,0,15276.66873
2986,2986,2986,07697527-dc08-481a-b8d5-ecc1ab345ddc,34,Group,Scarborough,43.76273633,-79.19283262,fulltime,57018,136,4,11,25,21,9,5,0,7,0,0,54242.34
2991,2991,2991,ce6f19f4-3aa3-44a3-b3ab-0a8c73ea7c9b,54,Group,Scarborough,43.80915521,-79.21967706,parttime,29737.85,142,6,7,39,13,9,5,0,2,0,0,16041.31265
3000,3000,3000,47196674-0519-4242-a710-ad6db00b8fd2,38,Group,Scarborough,43.79637598,-79.28417571,fulltime,70513,138,6,145,39,25,10,5,0,0,0,0,61203.66
3008,3008,3008,e92a707b-442f-4da7-8588-fdca07b2b8f6,36,Group,Scarborough,43.8109151,-79.28894206,fulltime,73789,148,7,12,34,14,8,5,0,0,0,0,59357.49
3010,3010,3010,a58edbeb-6c27-404f-84f3-c385643bc3d6,59,Group,Scarborough,43.83086004,-79.23776388,fulltime,41114.8,147,5,6,27,19,8,5,0,0,0,0,27163.45
3021,3021,3021,fcbad505-f19e-448e-9869-15510eb31269,33,Group,Scarborough,43.728047,-79.27663314,fulltime,47160,148,7,13,33,20,8,5,0,0,0,0,33378.42
3035,3035,3035,2bcb9d02-2374-46ff-bcc8-cfdc76367ee2,37,Group,Scarborough,43.80243873,-79.31305188,fulltime,35231,142,7,9,33,24,9,6,0,0,0,0,17118.57
3041,3041,3041,aa636c0f-e7c8-49ba-aca0-7e83fd3a668a,56,Group,Scarborough,43.80573883,-79.25690461,parttime,31751.5,142,7,145,46,15,6,0,0,0,7,0,15738.31
3051,3051,3051,e13ba38d-b410-4fdc-9cd7-439272266cf4,38,Group,Scarborough,43.74847628,-79.20108604,fulltime,42640,145,7,14,40,26,9,5,0,0,0,0,22765.94
3055,3055,3055,589dc6cd-591b-4a59-b19f-6e5e0e80d6ee,21,Group,Scarborough,43.7748609,-79.29342268,unemployed,30000,110,0,14,0,0,0,0,0,0,0,0,13.51
3056,3056,3056,cc8e2bec-661b-4c75-9f01-00714b049bee,30,Group,Scarborough,43.82398464,-79.28307457,parttime,19763.04,146,6,146,41,14,8,0,0,0,7,0,10342.45
3077,3077,3077,52e5d161-e9ef-4c7a-81c5-97c31694a8e6,56,Group,Scarborough,43.81826478,-79.27947883,parttime,31608.9,147,5,6,33,21,9,5,0,2,0,0,16112.4895
3081,3081,3081,053a1b67-183e-4b1b-a003-ebd3e6537df8,29,Group,Scarborough,43.80329365,-79.28153804,fulltime,24293.28,159,6,13,29,16,10,5,0,4,0,0,14476.22718
3087,3087,3087,3f2d4a5c-88da-4772-86f5-6b14f8475513,49,Group,Scarborough,43.72703293,-79.26435435,parttime,32408.2,144,6,6,19,13,9,6,13,7,0,0,28000.19
3090,3090,3090,8e2612d9-5619-48e6-8a5f-6836e26ae779,51,Group,Scarborough,43.74159522,-79.22403814,fulltime,58084.2,145,6,7,24,14,8,0,11,0,7,0,60535.49
3101,3101,3101,2ca518d5-a027-4c32-b072-6e0ca63a01a8,74,Group,Scarborough,43.78406612,-79.18238099,unemployed,32057.2,146,7,144,40,12,9,5,0,2,0,0,17014.63648
3105,3105,3105,3daa08df-e092-4961-95a6-f14694d2460c,43,Group,Scarborough,43.74993211,-79.20500327,fulltime,58645.4,144,7,10,28,12,7,5,0,0,0,0,49406.6
3112,3112,3112,187dccb6-4f6a-401a-8913-73bc6c0f1768,44,Group,Scarborough,43.80283808,-79.26306256,fulltime,37929.1,145,7,143,34,12,9,6,10,0,0,0,20296.04
3116,3116,3116,98319dc4-0aaf-4e16-b7d4-f00f1d7b2efb,67,Group,Scarborough,43.73330197,-79.27173941,parttime,28171.3,146,7,6,33,19,7,5,0,2,0,0,14688.75005
3117,3117,3117,db346710-3bba-4595-9189-90bdc9e0efa2,31,Group,Scarborough,43.75649207,-79.1816292,fulltime,34149.39,152,5,13,28,18,8,0,0,0,7,0,16714.37
3118,3118,3118,ff00e7a1-d2d6-4a4a-83a4-5a75f33ed072,52,Group,Scarborough,43.72505852,-79.24132964,unemployed,96642.55,142,5,142,40,13,11,6,0,0,0,0,82477.91
3123,3123,3123,caf939f8-a535-4459-9191-a7533a220e7e,78,Group,Scarborough,43.69700383,-79.28779229,unemployed,13469.4,144,7,3,20,19,8,5,7,9,0,0,10203.53621
3134,3134,3134,e0772919-7729-4bd3-8b72-d28b3c2de987,22,Group,Scarborough,43.80388763,-79.31305277,parttime,12705.33,142,7,13,33,16,10,6,0,6,0,0,8748.248135
3151,3151,3151,acac290f-98d2-4ebc-9eb1-0b6c7091fe69,32,Group,Scarborough,43.79050373,-79.25267305,fulltime,71876,157,7,12,39,18,10,6,0,0,0,0,53046.3
3158,3158,3158,5e48bb8e-b64d-47fa-a6a8-4666879a4e5c,63,Group,Scarborough,43.77455449,-79.21905036,parttime,32748.4,143,7,6,29,23,9,5,0,0,0,0,17017.95
3180,3180,3180,684e1db0-c963-4830-bcd8-35617289c37d,21,Group,Scarborough,43.7085952,-79.25315477,parttime,14261.28,143,5,14,36,14,6,5,0,0,0,0,6022.14
3188,3188,3188,e18dd06f-e786-4355-a94c-8d3d70df1755,40,Group,Scarborough,43.75638513,-79.21948353,fulltime,39226,145,7,8,29,20,9,5,13,0,0,0,22394.2
3196,3196,3196,65fa82f4-279f-40c8-a9d8-f1a90c88fc30,43,Group,Scarborough,43.72122041,-79.24230118,unemployed,30000,108,0,10,0,0,0,0,0,6,0,0,3185.731979
3218,3218,3218,b98f99b1-0ee1-4957-b8f1-941df388d39c,71,Group,Scarborough,43.74212284,-79.28177667,parttime,29244.8,146,7,6,33,20,8,0,0,0,7,0,14736.66
3240,3240,3240,639dc8d2-576b-4df6-be03-343266f8fdcf,87,Group,Scarborough,43.82155487,-79.21129069,unemployed,35086.1,36,7,6,34,21,10,5,17,2,0,0,18334.33525
3248,3248,3248,fefe53c8-d59c-4b3a-8895-f5d0752fb7bf,32,Group,Scarborough,43.79148974,-79.18042292,fulltime,31203.81,150,4,19,34,22,8,0,0,0,7,0,15669.75
3250,3250,3250,8991e340-4394-4bb7-bf81-f7ee27224221,36,Group,Scarborough,43.70273062,-79.27772603,fulltime,54196,152,6,14,33,16,9,5,0,0,0,0,32916.15
3258,3258,3258,367e31b6-cde0-4fc3-a649-ce3a14e60215,22,Group,Scarborough,43.82116104,-79.22394836,parttime,15920.19,141,6,150,34,13,7,6,0,6,0,0,11146.29133
3262,3262,3262,51b3de1c-5fbc-4744-b7a3-aeb4df5adcc3,51,Group,Scarborough,43.80875733,-79.25770676,fulltime,36062.85,147,6,6,33,17,9,0,12,0,7,0,17748.73
3271,3271,3271,60d1e6ef-6f08-44a6-bee1-9f64165fdeec,45,Group,Scarborough,43.76457667,-79.31500564,fulltime,76121.1,146,7,136,33,21,11,5,0,0,0,0,55220.3
3294,3294,3294,dcf0930b-5ce9-45d9-abf4-9ed840590fcb,75,Group,Scarborough,43.80098334,-79.28819764,unemployed,20447.7,143,7,6,27,18,9,5,0,5,0,0,13405.22484
3297,3297,3297,ae69a5a5-aa78-49ed-816c-f706ab6690ce,39,Group,Scarborough,43.71615856,-79.28194579,fulltime,47248,148,7,8,27,25,8,6,0,0,0,0,35674.43
3334,3334,3334,be5e5132-74be-4173-8b8e-27a7a61b4ec6,71,Group,Scarborough,43.81697535,-79.20013682,unemployed,30000,110,0,6,0,0,0,0,0,6,0,0,2245.386582
3354,3354,3354,5ca60807-67d1-4ecd-823f-f341d60d661b,31,Group,Scarborough,43.73714583,-79.25653121,unemployed,19933.32,148,7,12,25,17,8,5,0,7,0,0,2700.1
3360,3360,3360,2df280f0-f7b2-4089-86ba-e08ce9f196ad,70,Group,Scarborough,43.78095514,-79.23586682,parttime,22017.2,148,7,5,13,28,9,2,0,0,0,0,20484.79
3361,3361,3361,ad88c655-6def-4f32-9c2f-e96699e123a8,29,Group,Scarborough,43.75168876,-79.20460579,fulltime,43275.87,146,5,140,41,18,7,1,0,0,7,0,23458.63
3368,3368,3368,ff129c73-d54c-426b-b582-f0d39d9e3058,49,Group,Scarborough,43.77285563,-79.20655366,fulltime,66932.8,148,7,8,41,24,8,5,0,0,0,0,54373.82
3377,3377,3377,7614207e-569b-46d9-8ac4-016ef9b83d74,22,Group,Scarborough,43.74171661,-79.29080877,parttime,15924.81,142,6,18,40,17,9,7,0,5,0,0,10945.82976
3378,3378,3378,9450b2f0-a7b2-4ba0-b5f3-d58ab56a5146,67,Group,Scarborough,43.77439634,-79.14301819,fulltime,52355.45,146,7,6,33,12,10,5,0,0,0,0,36847.8
3390,3390,3390,db5df9b8-e4f3-43c7-bd25-817a8b6aebf3,62,With Spouse,Scarborough,43.73497356,-79.30430982,parttime,24728.5,143,7,7,27,12,8,6,0,0,0,0,14808.85
3399,3399,3399,07fccb72-32b0-4a61-ab3f-c570710cce04,40,With Spouse,Scarborough,43.76007845,-79.23320738,fulltime,29125,149,5,15,0,17,8,0,0,0,0,0,16225.91
3408,3408,3408,706fad33-e7ba-4a12-bad2-9e58da419ce3,32,With Spouse,Scarborough,43.81988636,-79.27591446,fulltime,27248,146,5,13,40,16,8,5,0,0,0,0,16755.87
3421,3421,3421,432a3779-dbd8-4587-8e2b-c62bdd42e7bf,42,With Spouse,Scarborough,43.77663798,-79.31380048,fulltime,49297.6,149,7,8,0,17,10,0,0,0,0,0,44494.21
3434,3434,3434,1e04192d-2c46-43fb-898c-ee71fa746c4d,47,With Spouse,Scarborough,43.7659549,-79.25723158,parttime,34944.8,150,7,143,48,14,9,5,0,0,0,0,23117.83
3437,3437,3437,9e57df6b-ca36-465f-8d19-65b5d89401cf,40,With Spouse,Scarborough,43.79690895,-79.1409423,unemployed,30000,111,0,7,0,0,0,0,0,6,0,0,2710.860401
3454,3454,3454,7692c4a7-946b-4cc8-858f-a7febb29b42c,65,With Spouse,Scarborough,43.81259521,-79.27618219,unemployed,30000,118,0,6,0,0,0,0,0,6,0,0,2524.919466
3456,3456,3456,41e2561f-739e-4415-992e-8ee3e5bb9d9c,56,With Spouse,Scarborough,43.72132962,-79.22780758,fulltime,45196.15,154,5,7,35,15,10,6,0,0,0,0,42328.52
3458,3458,3458,7380a2f1-2fbe-43dd-be42-7a25fad8e7d7,61,With Spouse,Scarborough,43.77649604,-79.21194155,parttime,27600.35,139,7,5,0,20,8,1,0,0,7,0,18209.49
3459,3459,3459,3f34ff5d-770c-4c10-9202-93c9b55548a7,45,With Spouse,Scarborough,43.77568438,-79.2935358,parttime,19341.3,148,6,15,6,20,7,0,0,0,7,0,10687.6
3461,3461,3461,b4f511ab-d07a-4002-a923-50e6f7687cf7,32,With Spouse,Scarborough,43.71933532,-79.22955845,parttime,17787.66,151,6,142,34,12,8,6,14,0,0,0,9959.9
3465,3465,3465,3672025e-5ce1-4e45-9ae5-15be8db003f6,64,With Spouse,Scarborough,43.72775847,-79.27613554,parttime,21659.05,149,7,140,42,14,9,0,0,0,7,0,11202.68
3466,3466,3466,757cf8a2-c3b4-4e19-bb73-ee16472b1be4,35,With Spouse,Scarborough,43.73226969,-79.27410306,fulltime,25981,149,6,147,13,24,8,1,0,0,0,0,18777.42
3470,3470,3470,cebfc1c4-62df-497b-8157-459f985d8c49,69,With Spouse,Scarborough,43.78755602,-79.2858566,parttime,25906.5,140,7,7,27,14,9,5,10,0,0,0,17065.12
3473,3473,3473,27e2a604-6fb0-4089-ad37-ea1ca5e2bdec,58,With Spouse,Scarborough,43.80651134,-79.2814021,fulltime,39778.5,150,7,7,27,19,11,0,0,0,0,0,32127
3477,3477,3477,5a7fc1cc-999a-40c9-b0d7-e24b439f2d71,45,With Spouse,Scarborough,43.77568438,-79.2935358,parttime,15968.7,138,6,9,27,12,10,0,0,2,0,0,9525.972739
3478,3478,3478,4c8fa25d-57ba-48a2-9c3c-acd7765e8071,57,With Spouse,Scarborough,43.78040572,-79.29507027,unemployed,30000,111,0,6,0,0,0,0,0,6,0,0,2277.507377
3482,3482,3482,73c16bde-67cb-4579-97a0-7711a518bbee,38,With Spouse,Scarborough,43.76209939,-79.17654824,fulltime,44430,152,6,11,27,17,9,5,0,0,0,0,38113.35
3493,3493,3493,e4242008-331a-44bc-9e61-ecbad63b67ea,33,With Spouse,Scarborough,43.6819387,-79.28081969,fulltime,58253,146,6,22,6,24,7,0,0,0,0,0,59057.77
3496,3496,3496,d994686a-d917-461e-91f3-dbfb6bf45475,57,With Spouse,Scarborough,43.80786922,-79.16757298,fulltime,54316.8,145,6,7,6,21,9,0,14,0,7,0,47253.97
3507,3507,3507,7da46a72-5830-46df-8689-d34cce96bc1b,52,With Spouse,Scarborough,43.82896583,-79.22619386,fulltime,41456.35,144,7,8,27,14,10,6,0,0,0,0,36363.13
3528,3528,3528,9256efaa-3c62-4e54-889d-7aa2869fff62,59,With Spouse,Scarborough,43.8185636,-79.32013298,parttime,23869.4,142,6,14,0,28,7,0,0,2,0,0,13421.52967
3531,3531,3531,d72fc7ed-18fe-4501-8ae7-063ca4774393,47,With Spouse,Scarborough,43.72647988,-79.27552556,fulltime,37642,142,7,140,6,15,9,2,0,0,0,0,26338.57
3533,3533,3533,ec1adadb-9cfa-411b-a475-36576c8d6f0b,33,With Spouse,Scarborough,43.79457926,-79.18163495,fulltime,54589,154,8,13,33,14,9,5,0,0,0,2,47086.4
3535,3535,3535,4ac5f79c-74aa-4c4e-a471-fd179ecb38d4,38,With Spouse,Scarborough,43.81781433,-79.27405267,fulltime,30453,148,7,8,33,16,9,5,0,0,0,0,23739.28
3536,3536,3536,427e7c96-7718-4914-a415-16545ac3df22,58,With Spouse,Scarborough,43.74700285,-79.29190908,fulltime,39332.3,149,7,15,34,13,10,5,14,0,0,0,32294.55
3538,3538,3538,23ff85cd-3d3e-4eea-ac88-c2dbc0438624,40,With Spouse,Scarborough,43.71782915,-79.27717868,fulltime,51042,143,5,16,6,22,8,1,0,0,7,0,42239.27
3539,3539,3539,94b3e994-b91c-4b7a-abb2-63b81af6fb2d,64,With Spouse,Scarborough,43.71671304,-79.25207217,parttime,21241.05,138,7,20,7,26,9,0,0,3,0,0,13645.46438
3545,3545,3545,cda1ac63-0837-4e1a-a855-56211ef5e291,30,With Spouse,Scarborough,43.73226969,-79.27410306,parttime,11310.42,152,6,13,25,14,9,5,12,7,0,0,7735.75
3547,3547,3547,dfdfbc19-5c7e-4e23-acd6-448b42b7bfc0,51,With Spouse,Scarborough,43.81098063,-79.2201007,fulltime,81678.75,146,5,137,34,26,12,7,0,0,0,0,65993.55
3562,3562,3562,55b5ed6f-1226-4674-84c9-e8b4743c91d6,62,With Spouse,Scarborough,43.73632373,-79.22867626,parttime,28073.45,141,7,6,6,27,8,1,0,0,0,0,17139.83
3565,3565,3565,88ea7267-2cbf-4b99-9ef6-3b35be1e0bfd,31,With Spouse,Scarborough,43.7006328,-79.29162279,parttime,10826.97,152,7,13,27,21,8,1,0,3,0,0,7567.592074
3588,3588,3588,4bda4b50-0e55-4728-8613-a473f47f2145,38,With Spouse,Scarborough,43.76938186,-79.28477541,fulltime,36294,147,7,144,12,15,9,0,0,0,0,0,34541.68
3590,3590,3590,5f70fd51-69fe-4bee-8174-3882190b5a3f,44,With Spouse,Scarborough,43.75659242,-79.21720932,parttime,28552.7,142,7,8,0,28,9,0,0,0,7,0,14688.91
3597,3597,3597,4b943873-64b6-4482-9347-9f1a26c81d3f,46,With Spouse,Scarborough,43.7653764,-79.25751765,fulltime,42428.1,149,6,9,6,16,7,0,0,0,0,0,33313.02
3599,3599,3599,3e47a5d5-7c6e-4515-8a10-c09abb1efd33,57,With Spouse,Scarborough,43.80675078,-79.22654545,unemployed,30000,111,0,6,0,0,0,0,0,6,0,0,2402.175539
3601,3601,3601,3c4e9d04-3c34-41c4-8632-0f44f240cbd4,34,With Spouse,Scarborough,43.79457926,-79.18163495,fulltime,64752,152,7,12,0,13,7,1,0,0,0,0,56781.68
3607,3607,3607,3bd2b3dd-f7d4-4c10-9fe9-99a67aad2a90,62,With Spouse,Scarborough,43.80347442,-79.17112699,parttime,33011.55,146,6,7,0,20,8,0,14,0,0,0,20893.08
3610,3610,3610,9f94a9d1-5d4f-46eb-a543-639dad59fd5e,40,With Spouse,Scarborough,43.72511943,-79.26863244,fulltime,29410,147,6,10,0,21,9,0,0,0,0,0,21110.02
3616,3616,3616,775c0c45-2ee2-48ee-9d4c-1b1b6e9c7ff8,44,With Spouse,Scarborough,43.77852527,-79.13589921,fulltime,73414,143,7,8,0,17,7,0,0,0,7,0,69710.71
3624,3624,3624,2b3dbb88-ca67-4df4-8853-b845190746dd,49,With Spouse,Scarborough,43.76575684,-79.25821419,fulltime,46791.8,147,7,17,39,20,13,0,0,0,0,0,37802.11
3625,3625,3625,bc1bd4b8-99a7-472c-8066-bd1dbfea90f0,47,With Spouse,Scarborough,43.72511943,-79.26863244,parttime,25907.2,145,6,141,41,12,9,5,0,0,0,0,15928.21
3627,3627,3627,e09e2e0d-0b7a-4ec6-8c36-df14b5dccc44,43,With Spouse,Scarborough,43.82896583,-79.22619386,fulltime,42507.3,138,7,8,6,21,7,0,0,0,0,0,34539.64
3635,3635,3635,56b58529-8496-4365-b452-c76d248ac47e,53,With Spouse,Scarborough,43.71402663,-79.23492677,fulltime,64685.2,151,8,8,28,17,13,2,13,0,0,2,58699.65
3645,3645,3645,e36a6c5a-1d84-4ec0-9843-d95a66d57421,30,With Spouse,Scarborough,43.75659242,-79.21720932,parttime,7131.63,149,6,12,28,26,10,0,0,5,0,0,7997.750317
3646,3646,3646,2c4d928e-a4da-445c-b2fd-9a394cfd4b2e,44,With Spouse,Scarborough,43.76007845,-79.23320738,parttime,23259.5,149,7,148,40,26,8,5,0,2,0,0,16313.82375
3650,3650,3650,be767065-1665-412f-8376-4d358afbfe6e,52,With Spouse,Scarborough,43.7878204,-79.19753047,parttime,32413.9,140,7,15,0,21,8,0,14,0,0,0,29471
3654,3654,3654,9ebd3ca5-1722-4bd8-962a-484177a6c04b,38,With Spouse,Scarborough,43.79690895,-79.1409423,fulltime,82350,146,7,145,35,14,9,0,0,0,7,0,69626.02
3659,3659,3659,1c64bf7c-0da0-426d-8adf-cf72cf7b7b01,39,With Spouse,Scarborough,43.73997577,-79.23950097,parttime,13141,145,7,9,26,24,9,5,0,7,0,0,9241.4
3664,3664,3664,9a2f4a84-4103-43fb-9987-58b210c055d5,54,With Spouse,Scarborough,43.80786922,-79.16757298,fulltime,50624.15,144,5,7,27,16,12,0,14,0,0,2,44536.4
3666,3666,3666,bb7c0cd4-df29-4359-ae4d-1e54558e8b7e,71,With Spouse,Scarborough,43.8185636,-79.32013298,parttime,22699.3,146,7,16,33,15,8,5,10,2,0,0,14586.41204
3685,3685,3685,db512f39-268f-4622-96bf-80db819947ee,53,With Spouse,Scarborough,43.81023658,-79.18406939,parttime,33653.6,142,5,143,13,16,9,0,14,0,0,0,19429.49
3691,3691,3691,d589882c-3cfc-41bb-8c30-9709ef314bc2,31,With Spouse,Scarborough,43.6819387,-79.28081969,parttime,16337.31,154,7,24,19,27,10,5,0,7,0,0,12506.1
3704,3704,3704,d823dc05-e665-41d9-aa44-7889671a10ad,43,With Spouse,Scarborough,43.81572798,-79.19964197,fulltime,45643.4,148,7,10,28,17,10,5,0,0,0,0,38951.3
3715,3715,3715,2717aa3c-454e-4504-b45e-981586feb9a6,40,With Spouse,Scarborough,43.81988636,-79.27591446,fulltime,34838,149,6,9,0,16,9,1,13,0,0,0,22570.46
3717,3717,3717,3e526c69-1633-4f1e-a4ec-a5c6d32f1973,45,With Spouse,Scarborough,43.7653764,-79.25751765,fulltime,38568.2,144,6,9,27,26,11,5,0,0,0,0,30109.16
3719,3719,3719,f5be8711-e882-4a7b-be6e-bcd3f971e9e4,53,With Spouse,Scarborough,43.79300783,-79.28252236,fulltime,77536.45,148,6,7,33,27,10,6,0,0,0,0,71467.63
3724,3724,3724,4b6a1c04-a8b3-430c-85b1-d5fe245264a2,41,With Spouse,Scarborough,43.79959719,-79.22347453,unemployed,30000,115,0,9,0,0,0,0,0,6,0,0,3201.197788
3743,3743,3743,b06fe586-ac11-4aad-a980-bd6b22087b12,64,With Spouse,Scarborough,43.80791841,-79.23162967,unemployed,30000,116,0,6,0,0,0,0,0,6,0,0,2176.578016
3747,3747,3747,64524b1b-0571-473b-b057-ab61b8657bb5,48,With Spouse,Scarborough,43.81309971,-79.32561536,fulltime,48881.8,146,7,8,12,22,10,0,12,0,0,0,51989.96
3754,3754,3754,fbfdbdd8-217e-4e0e-a4fd-f62634674bd5,65,With Spouse,Scarborough,43.81259521,-79.27618219,fulltime,45168.7,144,5,12,41,17,9,6,15,0,0,0,22013.95
3758,3758,3758,87558a60-6ff1-4536-814c-82644ef41c38,49,With Spouse,Scarborough,43.82846902,-79.27730271,fulltime,37733.3,146,5,8,6,25,8,0,0,0,0,0,31054.93
3765,3765,3765,a8e7f106-4102-458b-acdd-52f8a81423d8,42,With Spouse,Scarborough,43.82230336,-79.2951934,fulltime,60231.6,147,6,9,27,11,9,0,0,0,7,0,44623.48
3766,3766,3766,3fcaa9f7-613a-4b4d-a068-d05b4d45e140,42,With Spouse,Scarborough,43.78823178,-79.25452109,fulltime,36315.4,146,7,8,0,19,9,0,0,0,0,0,27426.95
3772,3772,3772,ff2dab23-c8d9-4ca6-ae5b-2622104f367a,64,With Spouse,Scarborough,43.8108314,-79.32088387,parttime,29716.95,138,6,5,0,25,9,0,0,0,0,0,21386.17
3773,3773,3773,bf583492-6426-46ac-b571-943a567281b6,82,With Spouse,Scarborough,43.73632373,-79.22867626,unemployed,22817.9,146,7,139,35,19,9,6,5,0,0,0,12719.61
3810,3810,3810,76df56ae-36e0-47c0-97ba-705adc60747a,39,With Spouse,Scarborough,43.76209939,-79.17654824,fulltime,47968,141,6,9,0,12,7,0,0,0,0,0,41536.27
3813,3813,3813,e52820fd-0bd3-4001-ba4b-abcb473756c3,64,With Spouse,Scarborough,43.80666776,-79.33489507,parttime,33121.75,144,6,136,26,16,9,6,0,7,0,0,29754.32
3824,3824,3824,fd61efc6-1684-4f34-a21b-bee4bc97a3fd,48,With Spouse,Scarborough,43.75421209,-79.18636022,fulltime,128591.1,145,7,19,27,15,11,5,0,0,0,0,129438.43
3827,3827,3827,77c747b4-c9a1-4935-ae86-daaaf17c3a9b,53,With Spouse,Scarborough,43.75421209,-79.18636022,unemployed,30000,115,0,3,0,0,0,0,0,6,0,0,1940.293639
3832,3832,3832,8cfa54cd-8b3b-42ef-b8a7-9f4f0a834457,78,With Spouse,Scarborough,43.75385797,-79.2399896,unemployed,26905.2,138,7,11,27,13,8,0,6,0,0,0,19125.54
3836,3836,3836,7cd35811-b24a-48b4-a76b-db09f63958ec,31,With Spouse,Scarborough,43.79466082,-79.32232907,fulltime,22938.3,147,7,24,27,14,7,5,0,5,0,0,15893.4912
3846,3846,3846,154dfa6e-6d63-406e-900d-56ed029c957a,65,With Spouse,Scarborough,43.72775847,-79.27613554,unemployed,30000,112,0,7,0,0,0,0,0,6,0,0,2555.145855
3855,3855,3855,b401e2cd-3179-4f25-b05c-3f486b43fade,59,With Spouse,Scarborough,43.72132962,-79.22780758,fulltime,50465.45,141,7,6,0,25,9,0,0,0,0,0,47474.72
