,Unnamed: 0,Unnamed: 0.1,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Entertainment,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
3184,3184,3184,4c658d7f-991b-4a02-9fcb-c5ec296a1e16,20,Group,Toronto,43.71821052,-79.40266083,unemployed,0,107,0,14,0,0,0,1,0,0,0,0,117.71
3189,3189,3189,0a75d025-0161-46ff-bc58-722f6565f8c0,78,Group,Toronto,43.67827449,-79.44824286,unemployed,28870.8,139,7,3,12,11,8,0,18,0,0,0,27713.54
3191,3191,3191,6632a142-4be7-4646-b154-5206a47dd1de,91,Group,Toronto,43.64342137,-79.40040355,unemployed,36800.4,30,7,0,18,23,8,0,6,0,0,0,43081.97
3200,3200,3200,08c4eded-dcbc-466d-8051-fa7a56989a31,70,Group,Toronto,43.67625801,-79.31191408,fulltime,44189.25,148,6,7,27,23,10,5,14,0,0,0,22615.06
3212,3212,3212,500fbb8a-3bd7-45df-b7df-b45d722d822c,52,Group,Toronto,43.69122041,-79.41797301,fulltime,96912.8,142,8,7,27,14,11,5,0,0,0,0,81846.37
3213,3213,3213,4f342b18-a76b-4796-989e-ffa769ad75fd,38,Group,Toronto,43.66947229,-79.38748773,parttime,19867,147,5,8,25,15,9,6,0,7,0,0,12829.01
3216,3216,3216,cad9d829-4270-4ea1-8f40-446ffdcf2430,61,Group,Toronto,43.63877561,-79.41631468,parttime,15201.9,140,7,126,47,18,8,5,0,6,0,0,13361.81131
3222,3222,3222,70da4f1e-4ad4-467e-b51d-3f4336f06348,46,Group,Toronto,43.67000381,-79.39771076,fulltime,73664.8,150,7,17,26,22,8,1,0,0,0,0,75662.02
3227,3227,3227,7195299b-cca5-42a1-aa41-809212c57620,53,Group,Toronto,43.67031033,-79.39203374,fulltime,78104.55,143,7,7,18,11,10,0,0,0,0,0,84155
3232,3232,3232,fad79b54-b170-4a04-aa99-f33033e6acb4,29,Group,Toronto,43.67733444,-79.43156301,fulltime,26477.22,147,5,146,34,21,9,1,0,0,7,0,12920.66
3237,3237,3237,89a1c07a-6fbe-49e7-846c-818fe9b4de59,51,Group,Toronto,43.66356552,-79.35776357,parttime,21445.6,153,7,15,38,13,10,0,0,0,7,0,17667.92
3238,3238,3238,78b0dabe-2b87-4577-b43b-b7b1fb2ae962,23,Group,Toronto,43.68043673,-79.32600002,parttime,13815.45,148,7,13,33,19,5,5,0,6,0,0,9527.833061
3244,3244,3244,dfede80e-0e19-4b0c-b5c6-1f5cc42f0fba,54,Group,Toronto,43.63769312,-79.4694915,parttime,18320.65,150,7,5,27,18,8,6,0,5,0,0,12059.24753
3251,3251,3251,7ed5ce87-039d-4aae-abdf-c7e18587d465,54,Group,Toronto,43.64939081,-79.40373911,parttime,32365.6,143,7,140,40,28,9,5,13,0,0,0,16500.44
3259,3259,3259,e25ed91e-f891-4b7c-92c2-c8469399377c,29,Group,Toronto,43.65497087,-79.39254005,parttime,12042.03,149,6,13,34,16,7,6,0,6,0,0,8825.394443
3277,3277,3277,244f362c-b0ee-4cc5-886b-b3bb5907bb92,32,Group,Toronto,43.6424141,-79.4236171,fulltime,74069,143,6,16,31,17,9,0,0,0,0,0,79061.35
3279,3279,3279,5ae8e52b-6b97-4dc6-9956-375daf003df8,66,Group,Toronto,43.68730139,-79.40232434,fulltime,54783.65,138,7,9,19,16,8,5,12,7,0,0,54094.67
3282,3282,3282,59e472bf-c0d2-4825-8f50-3899d7a70cb3,41,Group,Toronto,43.71371083,-79.40750048,fulltime,48927,145,6,7,29,15,9,5,0,0,0,0,36695.07
3292,3292,3292,1bd9d338-d672-4e73-b4a3-f0bf7c01d412,19,Group,Toronto,43.64971215,-79.36130164,unemployed,0,108,0,12,0,0,0,0,0,0,0,0,116.3
3300,3300,3300,3f8f5e79-5f7c-40d8-8204-de6bf8a88800,26,Group,Toronto,43.70670346,-79.40777415,unemployed,0,116,0,14,0,0,0,1,0,6,0,0,1944.235164
3301,3301,3301,7d69e5cd-c142-4bbb-bd9f-0add70a6bf73,22,Group,Toronto,43.70898035,-79.39290802,parttime,11469.48,136,7,14,33,16,8,5,0,6,0,0,8033.80381
3307,3307,3307,14b6d506-df64-4974-a756-740ec8ab825b,74,Group,Toronto,43.65522368,-79.46480732,unemployed,29639.4,146,5,139,26,16,12,5,0,7,0,0,22205.52
3319,3319,3319,76e8ae3d-f3c5-4a9f-b49b-e9bb267d908e,80,Group,Toronto,43.64255146,-79.4312667,unemployed,18421.9,146,5,4,28,23,8,0,7,2,7,0,12095.17328
3323,3323,3323,23cc4a47-5ccf-4152-ad46-2b71cb6f5b61,33,With Spouse,Toronto,43.67086582,-79.37280644,unemployed,0,118,0,13,0,0,0,0,0,6,0,0,2553.592779
3333,3333,3333,2dd8575e-00a0-43f7-8e72-915bc1edd8af,80,Group,Toronto,43.69299466,-79.40022756,unemployed,60250.4,145,6,5,18,18,10,0,7,0,0,0,62991.4
3341,3341,3341,3f66c69b-e684-4a8f-81b3-de8d5b685425,59,Group,Toronto,43.67241254,-79.41328698,fulltime,64538,147,7,141,40,16,10,0,13,0,7,0,45289.73
3343,3343,3343,66dfbf73-14f9-48c0-a267-97ecd1ed779a,56,Group,Toronto,43.67478283,-79.30664567,fulltime,121022.55,146,7,141,25,17,13,0,11,0,0,0,130587.97
3347,3347,3347,b524472b-082c-4f30-867e-3ac9a6f75b1d,94,Group,Toronto,43.6399998,-79.44367389,unemployed,36613.5,29,6,1,26,17,12,5,6,7,0,0,44251.58
3348,3348,3348,2e5209bb-88f6-4069-9fc8-cfd55c9f3803,73,Group,Toronto,43.65942349,-79.36070792,unemployed,27592.6,144,7,7,28,14,9,5,0,2,0,0,14309.93148
3349,3349,3349,954b9e1d-cc91-40cc-a98e-41d4b4db0e2f,59,Group,Toronto,43.68167102,-79.44654186,fulltime,39086.2,135,5,8,27,23,9,6,0,0,0,0,25421.72
3350,3350,3350,a63676df-3694-47bd-bc23-4ce1e28c9db6,29,Group,Toronto,43.64040659,-79.45411262,fulltime,38107.74,149,7,148,42,13,9,1,0,0,7,0,18757.2
3357,3357,3357,c45abef6-3db8-4022-af67-670c672b11e9,33,Group,Toronto,43.66725922,-79.37910819,fulltime,108556,150,8,15,24,15,12,0,0,0,0,0,117366.85
3358,3358,3358,aa3f8982-659f-4da4-b8f6-a611aee65265,50,Group,Toronto,43.67622845,-79.30171164,fulltime,74368.8,145,7,11,33,27,11,5,0,0,0,0,57623.65
3372,3372,3372,01110659-5382-4a85-b98a-3df60e487ced,66,Group,Toronto,43.64092421,-79.45097379,fulltime,111587,145,8,8,19,14,8,0,0,0,0,0,122550.1
3381,3381,3381,e150e55b-c5ae-42d5-ab60-f1dd6bb541d4,66,With Spouse,Toronto,43.67999334,-79.31351929,fulltime,52420.05,147,6,12,0,17,9,0,0,0,0,0,44788.39
3383,3383,3383,0051744b-7f39-4006-b02e-5f04df9b375f,39,With Spouse,Toronto,43.67467848,-79.38607436,fulltime,61136,146,8,15,39,20,11,5,0,0,0,0,55557.92
3388,3388,3388,784233b7-1262-4f3c-89a9-6ade9fd57c0e,52,With Spouse,Toronto,43.69876616,-79.38488602,fulltime,99579.65,145,8,22,19,14,9,1,0,0,0,3,107230.17
3389,3389,3389,0ae929e5-9d7c-4aae-a4f5-d535aa32cb9c,58,With Spouse,Toronto,43.68392391,-79.41130611,fulltime,88259.05,140,6,137,12,14,8,1,0,0,0,0,93626.87
3391,3391,3391,2bb96963-b112-4f29-8f9d-3dca523563d7,48,With Spouse,Toronto,43.66519528,-79.38492423,parttime,25020.6,145,6,8,13,15,7,0,0,0,7,0,21912.99
3405,3405,3405,2303aea5-2524-4f89-91ef-e462b057be17,43,With Spouse,Toronto,43.67332485,-79.41269156,fulltime,62467.9,146,5,9,0,23,9,0,0,0,0,0,57315.86
3407,3407,3407,e716b9b5-d1d2-446f-9c7c-ec501a483e94,64,With Spouse,Toronto,43.67088969,-79.40078711,parttime,27074.05,137,7,15,19,23,10,6,0,7,0,0,23352.48
3409,3409,3409,16e4ff71-fc75-4aa2-baed-4f184186eea0,47,With Spouse,Toronto,43.63512849,-79.42743468,parttime,13629,149,7,15,27,16,10,5,0,5,0,0,11428.74803
3414,3414,3414,bf68ace0-bffc-4d09-aaec-a8029a0c5eaf,57,With Spouse,Toronto,43.69063753,-79.40016943,fulltime,46532.45,141,7,140,13,14,7,1,0,0,0,0,46886.03
3426,3426,3426,007555b5-af66-4298-8af5-383dc5d6ca4f,58,With Spouse,Toronto,43.63618877,-79.4287695,unemployed,0,113,0,6,0,0,0,0,0,6,0,0,2089.043542
3432,3432,3432,db788232-53ec-4dfa-b5d9-2e35930677fa,45,With Spouse,Toronto,43.6744768,-79.28485709,fulltime,60914.7,152,6,11,13,19,9,1,0,0,0,0,62566.88
3435,3435,3435,29f3401a-c0a9-4e7f-992d-eba67444c547,52,With Spouse,Toronto,43.65659545,-79.36733214,parttime,20879.4,142,6,12,7,18,8,0,0,0,0,0,19578.6
3436,3436,3436,e4f4f891-740b-4785-8e4b-41f342e06a57,63,With Spouse,Toronto,43.70900774,-79.39282993,parttime,20447.8,144,7,11,7,18,8,0,0,0,0,0,12613.39
3444,3444,3444,c55c54be-7942-4c6e-9a2e-0991cec8994e,46,With Spouse,Toronto,43.70866768,-79.40164021,fulltime,46549.8,147,7,16,0,13,12,0,0,0,0,0,46834.43
3450,3450,3450,9265fa1e-588e-42aa-a633-dac435330347,50,With Spouse,Toronto,43.69178664,-79.4172735,fulltime,114437.4,145,7,8,27,17,12,0,0,0,0,2,117807.68
3451,3451,3451,97ca2c5f-51c0-4a4e-8ad2-bcb334ee539c,39,With Spouse,Toronto,43.66891176,-79.42170931,fulltime,31606,148,6,152,13,18,6,0,0,0,0,0,29427.05
3468,3468,3468,01886ebf-3a0e-42ec-8775-59b3b1747fd8,58,With Spouse,Toronto,43.65719255,-79.40147029,parttime,25999.2,146,6,7,6,20,9,0,0,0,0,0,26173.48
3481,3481,3481,ca363a59-1e68-4522-8ae9-5f9fcd2558b1,47,With Spouse,Toronto,43.66027267,-79.42080438,parttime,34171.5,147,7,18,7,23,9,0,0,0,0,0,34099.99
3497,3497,3497,2d70d175-f13c-4137-8441-cbd02bfdff6f,35,With Spouse,Toronto,43.64755271,-79.36103979,fulltime,42833,151,7,16,6,9,8,1,0,0,0,0,45636.57
3498,3498,3498,66726ab3-fb17-46ac-a09e-40fba374cd57,51,With Spouse,Toronto,43.66027267,-79.42080438,parttime,27321.7,139,7,15,6,13,7,1,0,0,0,0,25980.73
3499,3499,3499,fb3d25c5-b5da-478b-b670-f144fb0e21b7,52,With Spouse,Toronto,43.688282,-79.41080178,fulltime,86175.25,151,8,7,27,12,12,5,0,0,0,2,82586.09
3501,3501,3501,09c6c864-f8d0-434e-9e35-c2602b07730f,37,With Spouse,Toronto,43.65730108,-79.38354653,fulltime,25375,147,6,6,6,26,10,1,0,0,7,0,24873.45
3504,3504,3504,f38b4d68-b461-4c79-8188-7e130634b985,42,With Spouse,Toronto,43.64190159,-79.42516456,fulltime,37448.4,152,7,9,19,16,9,5,0,7,0,0,36873.12
3508,3508,3508,eaaa6394-4ba4-4008-9633-1aadead4b04d,40,With Spouse,Toronto,43.7010591,-79.37771648,unemployed,0,108,0,8,0,0,0,0,0,6,0,0,3087.653501
3510,3510,3510,b4fef2cc-eb3b-4cd9-9b26-a90dc364975e,39,With Spouse,Toronto,43.73186933,-79.39479294,fulltime,90111,141,8,11,27,11,14,5,0,0,0,0,90827.15
3514,3514,3514,ab9b7c4e-b2ce-422f-81da-2fb9346fb545,53,With Spouse,Toronto,43.65993968,-79.44147154,fulltime,36857.5,150,6,14,12,17,10,0,0,0,7,0,36987.25
3530,3530,3530,756908c7-9900-4978-ae02-b9e2757b9532,46,With Spouse,Toronto,43.66563755,-79.385102,fulltime,44011,148,7,9,13,15,9,0,0,0,7,0,46389.17
3534,3534,3534,12bbb967-0b61-496b-8e67-73203dd7344d,45,With Spouse,Toronto,43.66865401,-79.37465625,parttime,12069.2,140,5,8,7,19,9,0,0,5,0,0,9343.638264
3542,3542,3542,4b2fa97c-80ea-4b5f-bde3-cd7cdf9bd6ec,58,With Spouse,Toronto,43.67148713,-79.39611136,fulltime,49923.8,150,6,7,12,17,8,0,0,0,0,0,44056.19
3544,3544,3544,970ed5ce-af20-4c91-b12c-f94adab1d000,37,With Spouse,Toronto,43.65678758,-79.46615735,fulltime,29003,148,6,16,19,18,9,5,0,7,0,0,26138.32
3550,3550,3550,f07c853c-3a12-45b2-89f2-ff22be2d203b,45,With Spouse,Toronto,43.67596333,-79.31232254,fulltime,59408.8,137,5,10,0,24,8,0,0,0,0,0,51159.81
3551,3551,3551,2eb476af-262c-4e28-81b2-7fafe06e5819,55,With Spouse,Toronto,43.70953231,-79.3897454,fulltime,55731.3,137,6,8,12,14,9,1,0,0,0,0,60375.18
3556,3556,3556,d286d534-b9e5-4994-9640-0cec537f9ceb,44,With Spouse,Toronto,43.67768211,-79.30668763,parttime,24084.5,144,6,8,0,13,9,0,0,0,7,0,14746.33
3557,3557,3557,ff66282e-9c9c-4c52-bf6e-6ebdb2311801,47,With Spouse,Toronto,43.70910085,-79.38553046,fulltime,70309.8,148,7,5,6,22,11,0,0,0,0,0,76414.82
3564,3564,3564,62a9cf1c-4a56-44ed-8117-081c0adf2a72,64,With Spouse,Toronto,43.65344175,-79.37551814,parttime,28888.55,149,5,6,12,14,7,0,0,0,0,0,29971.18
3566,3566,3566,ce53e155-e542-4d5f-9864-5b3bc987aed9,42,With Spouse,Toronto,43.6631584,-79.37006975,parttime,19472.2,146,7,13,6,14,9,1,0,0,0,0,16565.11
3567,3567,3567,f53a3236-8b1c-4fa6-9cb2-965ee1f42ec9,36,With Spouse,Toronto,43.64552716,-79.38272058,fulltime,136769,149,7,16,12,14,10,0,13,0,0,0,150096.75
3569,3569,3569,95cb2691-71c5-42d5-84d0-eb3cb98d7b7e,62,With Spouse,Toronto,43.66130721,-79.4777236,fulltime,44156,145,7,11,13,12,9,0,0,0,0,0,44045.84
3572,3572,3572,b2f2c33d-3fff-43ac-85e1-bbd858a9cab8,50,With Spouse,Toronto,43.64171041,-79.37170591,fulltime,53780.1,153,8,10,7,17,8,0,0,7,0,0,55537.62
3574,3574,3574,67ab346c-cb8b-48c2-a8c5-b9b42a9c3766,60,With Spouse,Toronto,43.67260278,-79.44804172,parttime,20042.2,145,6,7,12,15,9,1,0,0,7,0,17451.62
3578,3578,3578,6fba53da-c6a1-4b6b-b279-eb09c3c4b02d,66,With Spouse,Toronto,43.68115056,-79.33938488,parttime,32155.6,147,7,5,0,14,9,1,0,0,0,0,20443.19
3580,3580,3580,23706d36-91ad-42de-bd6c-fc711df0b2d4,34,With Spouse,Toronto,43.64171041,-79.37170591,fulltime,48193,141,6,13,18,12,10,5,0,0,0,0,47915.67
3585,3585,3585,65c33114-5127-4e9c-b791-7be3c056959d,61,With Spouse,Toronto,43.66331684,-79.47294607,fulltime,80320.6,141,5,6,12,18,10,0,14,0,0,0,88515.66
3595,3595,3595,e926b81e-6059-4f1f-876c-d52ee1d62396,60,With Spouse,Toronto,43.65613251,-79.39188395,parttime,19071.6,141,7,12,19,26,5,6,0,7,0,0,16146.35
3598,3598,3598,2fe68eea-f8bc-488a-bcd1-dd3bf241d3ea,38,With Spouse,Toronto,43.66891176,-79.42170931,fulltime,38514,147,6,147,12,13,12,1,0,0,0,0,38019.04
3602,3602,3602,b415e338-ae49-440b-b00c-ec2b0d64755f,46,With Spouse,Toronto,43.71786697,-79.40233486,fulltime,51814.4,155,5,8,0,14,8,0,13,0,0,0,48126.01
3609,3609,3609,ed14e78a-772e-4b0c-9311-c96c693b1438,44,With Spouse,Toronto,43.63512849,-79.42743468,parttime,13764.3,150,7,17,7,23,9,1,0,4,0,0,11776.77792
3611,3611,3611,7553d497-faee-45d2-9436-c71325b40a7f,37,With Spouse,Toronto,43.70866768,-79.40164021,fulltime,42823,145,6,152,19,18,7,1,0,0,0,0,41617.99
3614,3614,3614,0c15b6cf-35fc-42b4-8218-ff1e32007cce,37,With Spouse,Toronto,43.66502132,-79.32151487,fulltime,37069,150,7,10,28,14,10,2,0,0,0,0,29735.48
3615,3615,3615,320ef906-4cd4-46a1-a23e-89d2b3e0c589,63,With Spouse,Toronto,43.67758563,-79.39184735,fulltime,42404.2,133,6,143,14,22,10,0,0,0,0,0,43124.15
3620,3620,3620,742c22be-8121-42f1-9262-5a31dede1403,52,With Spouse,Toronto,43.66057825,-79.34638152,fulltime,52737.85,142,7,8,28,17,12,5,0,0,0,0,44996.58
3623,3623,3623,387b79ea-ff35-4e53-ae43-41529eadb4ca,35,With Spouse,Toronto,43.70635157,-79.39803104,fulltime,44645,153,5,15,6,13,6,0,0,0,0,0,47405.3
3631,3631,3631,8a42adc3-6405-4650-8108-754c7d3e8d61,35,With Spouse,Toronto,43.66861746,-79.36842819,fulltime,73158,148,8,20,33,15,13,6,0,0,0,0,70200.79
3632,3632,3632,0d12c586-a867-460b-8525-97e17b59c5a3,41,With Spouse,Toronto,43.67391225,-79.30517398,fulltime,68960.1,141,6,141,7,24,7,0,0,0,0,0,62616.6
3636,3636,3636,74f20c3d-eadc-4e6b-905a-8cdb0c9b5720,31,With Spouse,Toronto,43.67829616,-79.31369515,fulltime,20529.63,148,7,141,34,28,8,0,14,1,0,0,11138.78354
3637,3637,3637,bb5db681-8a84-41d9-8db7-ea5cca1fdaf0,42,With Spouse,Toronto,43.73379104,-79.40642019,unemployed,190113,149,7,8,34,16,10,5,0,0,0,0,193559.84
3640,3640,3640,cf32f3cd-f621-4bde-85f9-a1d916fd61a8,50,With Spouse,Toronto,43.70642516,-79.39127171,fulltime,38601.2,150,6,18,7,13,10,0,13,0,0,0,39735.57
3642,3642,3642,bd6c30c4-8fc0-4068-8d01-63c88a4c962f,76,With Spouse,Toronto,43.66417002,-79.32956399,unemployed,30630.6,140,5,5,33,20,11,5,0,0,0,0,26197.18
3643,3643,3643,b62ad0b3-d5a8-4ebc-a04a-484927623b56,32,With Spouse,Toronto,43.66502132,-79.32151487,fulltime,45275,149,6,138,13,14,9,0,0,0,7,0,35928.29
3647,3647,3647,01afd780-ea1a-43a2-884f-9b5d7bc92a60,61,With Spouse,Toronto,43.67260278,-79.44804172,parttime,20139.95,138,5,7,7,14,8,0,0,0,0,0,19337.39
3651,3651,3651,6b9de7fd-8aa5-4307-b5c6-866adaa1b29f,42,With Spouse,Toronto,43.65747681,-79.44567095,fulltime,98773.4,148,7,17,27,18,11,5,12,0,0,0,89361.15
3653,3653,3653,6e5e5ab6-a3fe-4fe7-a469-d60a5d789ac4,62,With Spouse,Toronto,43.6578449,-79.36194988,parttime,30726.8,141,6,7,33,20,8,5,0,0,0,0,21625.96
3656,3656,3656,ef32906c-0c32-4827-b682-6d38114e8cc7,36,With Spouse,Toronto,43.64552716,-79.38272058,unemployed,0,109,0,8,0,0,0,0,0,6,0,0,3038.46629
3660,3660,3660,4255f3ea-6e68-468f-8dfc-98d1be3437ab,54,With Spouse,Toronto,43.68014117,-79.33105122,fulltime,51615.45,146,6,7,7,27,10,0,0,0,7,0,45259.42
3661,3661,3661,3a88b458-ae62-40f4-aa8a-f3be8ac3c94c,48,With Spouse,Toronto,43.70923077,-79.39992633,fulltime,43084.8,154,7,144,7,13,8,0,0,0,0,0,31567.15
3665,3665,3665,746f3ac9-f8c4-4758-99ef-07c4f14a7c0d,54,With Spouse,Toronto,43.68217408,-79.30071238,parttime,31453.65,138,7,13,35,14,8,0,13,0,0,0,20233.6
3668,3668,3668,de64b69e-83e4-4eee-bba3-d21d1ce5ce94,54,With Spouse,Toronto,43.65659545,-79.36733214,parttime,19670.75,147,7,14,6,17,8,0,13,0,7,0,17866.08
3671,3671,3671,fb64d966-6321-4352-8f60-d181eb13643b,33,With Spouse,Toronto,43.69054297,-79.29722012,unemployed,0,110,0,13,0,0,0,0,0,6,0,0,2478.038366
3676,3676,3676,adfce37a-4149-4177-b7c0-c2503f5cde47,43,With Spouse,Toronto,43.67590402,-79.31227847,fulltime,36129.5,145,7,17,6,11,10,2,14,0,0,0,23512.23
3677,3677,3677,0a254282-5aa5-49b6-a6fe-fbde1b6b4eb2,55,With Spouse,Toronto,43.66338278,-79.47614137,unemployed,0,115,0,7,0,0,0,0,0,6,0,0,2698.58749
3678,3678,3678,d41c932b-0c78-4aad-816c-9eeae9cb30b5,44,With Spouse,Toronto,43.64458456,-79.40368311,fulltime,51632.9,141,6,16,12,14,6,0,0,0,0,0,52525.93
3679,3679,3679,20fd3b07-e11b-4e50-a33a-e0c4f8012a45,65,With Spouse,Toronto,43.67705663,-79.33823017,parttime,26294.1,153,5,157,35,14,12,6,0,0,0,0,14189.6
3681,3681,3681,c072740a-9679-4ee5-bed8-92c883c72bf3,51,With Spouse,Toronto,43.65731662,-79.38347914,unemployed,0,112,0,9,0,0,0,0,0,6,0,0,3490.408192
3682,3682,3682,4037011b-25bb-493a-afd2-bb2a606944ca,57,With Spouse,Toronto,43.65613251,-79.39188395,parttime,21664.85,141,7,14,0,18,7,0,0,0,0,0,17435.77
3683,3683,3683,97058f37-fcbd-4252-b683-39c49ce71523,33,With Spouse,Toronto,43.65706142,-79.398074,unemployed,0,115,0,13,0,0,0,0,0,6,0,0,2689.795223
3693,3693,3693,4c59838b-1c6c-4b1b-ad91-1eb7ced0376d,66,With Spouse,Toronto,43.64858969,-79.36678275,parttime,25351.7,141,7,7,0,14,7,0,12,0,0,0,22694.09
3695,3695,3695,0a2c0a19-ffa7-40c5-b39f-38e7c8ac1782,57,With Spouse,Toronto,43.69876616,-79.38488602,fulltime,79926.15,143,6,152,13,24,11,1,0,0,7,0,84245.84
3697,3697,3697,c069e1e8-2104-4edb-8af6-706ed3fefd57,60,With Spouse,Toronto,43.70794269,-79.39786072,fulltime,54232.85,142,6,7,0,17,10,0,14,0,0,0,56022.09
3700,3700,3700,ef0e35a1-30f6-43bf-9a45-941ff6fe68a8,46,With Spouse,Toronto,43.65833258,-79.46876556,fulltime,46833.6,141,6,7,27,14,9,6,0,0,0,0,33823.35
3702,3702,3702,e161f0ff-f254-4587-8ca0-aba69dfc260c,61,With Spouse,Toronto,43.68115056,-79.33938488,parttime,28595.95,145,6,144,40,17,10,5,0,0,0,0,15691.68
3705,3705,3705,2f9a0d67-b580-4892-8acf-2b45d21d2fde,40,With Spouse,Toronto,43.67467848,-79.38607436,fulltime,61290,142,6,16,0,25,8,0,0,0,0,0,57807.26
3709,3709,3709,736d13b6-e606-43fa-a3eb-fcb8fa48910b,61,With Spouse,Toronto,43.66130721,-79.4777236,fulltime,42914.35,146,7,6,12,22,9,0,0,0,0,0,45184.92
3712,3712,3712,460e7fbb-eacd-40b3-942e-64caf650df78,70,With Spouse,Toronto,43.66917008,-79.35222785,fulltime,59104.25,145,7,9,34,16,10,0,0,0,0,2,54899.77
3713,3713,3713,94d027eb-4a56-4166-91a2-7906f6870f80,66,With Spouse,Toronto,43.70776264,-79.41091512,fulltime,49572.9,144,6,137,7,15,8,0,12,0,0,0,44088.63
3716,3716,3716,55bcf36d-5339-4f0c-95f9-67c46b4ca025,33,With Spouse,Toronto,43.65678758,-79.46615735,fulltime,31835,150,4,23,7,27,8,0,0,0,0,0,27108.66
3721,3721,3721,09fe1ea5-51a9-4429-8e98-f4112537be47,53,With Spouse,Toronto,43.70953231,-79.3897454,fulltime,63206.3,149,6,143,13,21,8,0,12,0,7,0,67151.99
3725,3725,3725,a1ea793a-848b-4966-8680-a95d06859f90,62,With Spouse,Toronto,43.67148713,-79.39611136,fulltime,44696.55,144,8,9,23,21,12,5,0,0,0,0,40502.03
3726,3726,3726,deb81039-79e1-4700-be12-7e98667dfc3f,35,With Spouse,Toronto,43.65980817,-79.33460803,unemployed,0,117,0,13,0,0,0,0,0,6,0,0,2693.577776
3727,3727,3727,bc52d4de-f680-4c21-ae51-caeee5e8be47,41,With Spouse,Toronto,43.6996575,-79.43388791,fulltime,51412.9,152,6,17,6,14,10,1,0,0,0,0,52889.64
3730,3730,3730,5366e770-c48e-4fb8-9b22-3da20429568c,45,With Spouse,Toronto,43.70910085,-79.38553046,fulltime,77332.2,147,8,10,6,20,9,1,0,0,7,0,84495.55
3733,3733,3733,615ddbba-a8da-4a72-90d8-ea84cbfbaf7c,35,With Spouse,Toronto,43.69839399,-79.38438955,fulltime,161043,152,7,13,31,18,11,0,0,0,0,0,176936.69
3734,3734,3734,70bf02f6-f56a-4330-83b1-c1623581c50e,37,With Spouse,Toronto,43.65207087,-79.40617402,fulltime,30730,149,4,151,18,18,10,0,0,0,0,0,27163.64
3737,3737,3737,438ede37-89c2-478d-865b-2ee17da3d824,50,With Spouse,Toronto,43.66519528,-79.38492423,unemployed,0,115,0,8,0,0,0,0,0,6,0,0,3230.203208
3745,3745,3745,63cb8ce8-6a62-486b-8674-2fc7ceaad468,35,With Spouse,Toronto,43.68899658,-79.39133938,fulltime,69039,151,7,12,6,12,13,0,0,0,0,0,74732.04
3775,3775,3775,e45ae7f3-0990-4c2a-b9ed-eccff2d706c4,58,With Spouse,Toronto,43.66417002,-79.32956399,fulltime,46274.85,148,6,6,0,27,7,1,0,0,0,0,37880.08
3778,3778,3778,cc343f16-4d84-4507-85c4-6eff8df52d49,39,With Spouse,Toronto,43.70708264,-79.39777115,unemployed,0,116,0,7,0,0,0,0,0,6,0,0,3180.940018
3780,3780,3780,7a61ffbd-f009-41bd-9e27-780dffc34586,33,With Spouse,Toronto,43.65706142,-79.398074,fulltime,65042,151,7,13,20,20,9,0,0,0,0,0,69377.75
3781,3781,3781,3628be6c-dd68-46a4-89fb-b44d6415b97c,63,With Spouse,Toronto,43.67088969,-79.40078711,parttime,27151,141,6,16,6,19,9,1,0,0,0,0,19955.08
3784,3784,3784,a4b08ece-2ef6-4cd5-a843-ea7dc07555ec,62,With Spouse,Toronto,43.66467674,-79.32788489,fulltime,43639.2,151,7,15,0,17,9,0,0,0,0,0,35460.62
3785,3785,3785,29660afa-dacd-4aa1-8795-bdab0e95b5dc,57,With Spouse,Toronto,43.65833258,-79.46876556,unemployed,0,107,0,7,0,0,0,0,0,6,0,0,2380.922274
3786,3786,3786,78c9769c-8b8e-4592-a60d-52ac72b9b7b7,59,With Spouse,Toronto,43.69063753,-79.40016943,fulltime,51126.7,143,7,7,6,13,10,0,0,0,0,0,55047.44
3789,3789,3789,332fbf95-bf79-45cb-abe1-cc591284267e,42,With Spouse,Toronto,43.70708264,-79.39777115,fulltime,66084.7,149,6,19,25,14,8,5,0,7,0,0,65206.97
3790,3790,3790,d9ff26dd-d27a-4c52-b1a2-d6eb95c6ea82,57,With Spouse,Toronto,43.70391634,-79.42533007,parttime,32464.5,146,6,5,6,24,9,1,13,0,0,0,28274.32
3794,3794,3794,8fc9cae4-940c-4b3d-bad2-97751834cc5d,31,With Spouse,Toronto,43.67829616,-79.31369515,fulltime,20564.94,153,7,13,0,14,8,2,0,0,7,0,11880.24
3795,3795,3795,0b356ace-344a-4aa5-9481-6c4482b0768a,58,With Spouse,Toronto,43.72934632,-79.39834435,fulltime,97981.15,142,6,6,12,17,7,0,0,0,0,0,98128.42
3797,3797,3797,c3e40755-e216-4c1b-bcaa-b3563f8f329b,46,With Spouse,Toronto,43.7050474,-79.4134626,fulltime,82028.1,146,7,8,12,20,8,0,0,0,0,0,82167.16
3800,3800,3800,229a7d32-5bb2-4cf3-8be2-959c1c852d9e,71,With Spouse,Toronto,43.67125264,-79.29326824,fulltime,45012.9,149,6,142,32,20,8,1,0,0,0,0,43883.76
